window_id,source_csv,person,case,case_idx,front_video_path,side_video_path,front_fps,side_fps,window_sec,stride_sec,window_frames,stride_frames,min_coverage,start_frame,end_frame,start_time_sec,end_time_sec,center_time_sec,n_samples_in_window,samples_per_frame,front_duration_s,front_total_frames,side_duration_s,side_total_frames,label,split,fold_id
189,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,370,384,12.3333,12.8,12.5667,50,3.3333,21.29,638,21.36,640,0,,
190,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,378,392,12.6,13.0667,12.8333,50,3.3333,21.29,638,21.36,640,0,,
191,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,386,400,12.8667,13.3333,13.1,51,3.4,21.29,638,21.36,640,0,,
192,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,394,408,13.1333,13.6,13.3667,51,3.4,21.29,638,21.36,640,0,,
193,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,402,416,13.4,13.8667,13.6333,50,3.3333,21.29,638,21.36,640,0,,
194,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,410,424,13.6667,14.1333,13.9,50,3.3333,21.29,638,21.36,640,0,,
195,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,418,432,13.9333,14.4,14.1667,50,3.3333,21.29,638,21.36,640,0,,
196,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,426,440,14.2,14.6667,14.4333,50,3.3333,21.29,638,21.36,640,0,,
197,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,434,448,14.4667,14.9333,14.7,51,3.4,21.29,638,21.36,640,0,,
198,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,442,456,14.7333,15.2,14.9667,51,3.4,21.29,638,21.36,640,0,,
199,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,450,464,15.0,15.4667,15.2333,50,3.3333,21.29,638,21.36,640,0,,
200,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,458,472,15.2667,15.7333,15.5,50,3.3333,21.29,638,21.36,640,0,,
201,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,466,480,15.5333,16.0,15.7667,50,3.3333,21.29,638,21.36,640,0,,
202,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,474,488,15.8,16.2667,16.0333,50,3.3333,21.29,638,21.36,640,0,,
203,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,482,496,16.0667,16.5333,16.3,51,3.4,21.29,638,21.36,640,0,,
204,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,490,504,16.3333,16.8,16.5667,51,3.4,21.29,638,21.36,640,0,,
205,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,498,512,16.6,17.0667,16.8333,50,3.3333,21.29,638,21.36,640,0,,
206,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,506,520,16.8667,17.3333,17.1,50,3.3333,21.29,638,21.36,640,0,,
207,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,514,528,17.1333,17.6,17.3667,50,3.3333,21.29,638,21.36,640,0,,
208,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,522,536,17.4,17.8667,17.6333,50,3.3333,21.29,638,21.36,640,0,,
209,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,530,544,17.6667,18.1333,17.9,51,3.4,21.29,638,21.36,640,0,,
210,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,538,552,17.9333,18.4,18.1667,51,3.4,21.29,638,21.36,640,0,,
211,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,546,560,18.2,18.6667,18.4333,50,3.3333,21.29,638,21.36,640,0,,
212,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,554,568,18.4667,18.9333,18.7,50,3.3333,21.29,638,21.36,640,0,,
213,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,562,576,18.7333,19.2,18.9667,50,3.3333,21.29,638,21.36,640,0,,
214,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,570,584,19.0,19.4667,19.2333,50,3.3333,21.29,638,21.36,640,0,,
215,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,578,592,19.2667,19.7333,19.5,50,3.3333,21.29,638,21.36,640,0,,
216,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,586,600,19.5333,20.0,19.7667,51,3.4,21.29,638,21.36,640,0,,
217,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,594,608,19.8,20.2667,20.0333,51,3.4,21.29,638,21.36,640,0,,
218,data\labeled_safe\benhur_normal_labeled.csv,benhur,normal,1,data\raw\videos\Benhur\benhur_1_front.mp4,data\raw\videos\Benhur\benhur_1_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,602,616,20.0667,20.5333,20.3,29,1.9333,21.29,638,21.36,640,0,,
219,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,28,42,0.9333,1.4,1.1667,49,3.2667,12.84,385,12.96,388,0,,
220,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,36,50,1.2,1.6667,1.4333,51,3.4,12.84,385,12.96,388,0,,
221,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,44,58,1.4667,1.9333,1.7,51,3.4,12.84,385,12.96,388,0,,
222,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,52,66,1.7333,2.2,1.9667,51,3.4,12.84,385,12.96,388,0,,
223,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,60,74,2.0,2.4667,2.2333,51,3.4,12.84,385,12.96,388,0,,
224,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,68,82,2.2667,2.7333,2.5,51,3.4,12.84,385,12.96,388,0,,
225,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,76,90,2.5333,3.0,2.7667,51,3.4,12.84,385,12.96,388,0,,
226,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,84,98,2.8,3.2667,3.0333,51,3.4,12.84,385,12.96,388,0,,
227,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,92,106,3.0667,3.5333,3.3,51,3.4,12.84,385,12.96,388,1,,
228,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,100,114,3.3333,3.8,3.5667,51,3.4,12.84,385,12.96,388,1,,
229,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,108,122,3.6,4.0667,3.8333,51,3.4,12.84,385,12.96,388,1,,
230,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,116,130,3.8667,4.3333,4.1,51,3.4,12.84,385,12.96,388,1,,
231,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,124,138,4.1333,4.6,4.3667,51,3.4,12.84,385,12.96,388,1,,
232,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,132,146,4.4,4.8667,4.6333,51,3.4,12.84,385,12.96,388,1,,
233,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,140,154,4.6667,5.1333,4.9,51,3.4,12.84,385,12.96,388,1,,
234,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,148,162,4.9333,5.4,5.1667,51,3.4,12.84,385,12.96,388,1,,
235,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,156,170,5.2,5.6667,5.4333,51,3.4,12.84,385,12.96,388,1,,
236,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,164,178,5.4667,5.9333,5.7,51,3.4,12.84,385,12.96,388,1,,
237,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,172,186,5.7333,6.2,5.9667,51,3.4,12.84,385,12.96,388,1,,
238,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,180,194,6.0,6.4667,6.2333,51,3.4,12.84,385,12.96,388,1,,
239,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,188,202,6.2667,6.7333,6.5,51,3.4,12.84,385,12.96,388,1,,
240,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,196,210,6.5333,7.0,6.7667,51,3.4,12.84,385,12.96,388,1,,
241,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,204,218,6.8,7.2667,7.0333,51,3.4,12.84,385,12.96,388,1,,
242,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,212,226,7.0667,7.5333,7.3,51,3.4,12.84,385,12.96,388,1,,
243,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,220,234,7.3333,7.8,7.5667,51,3.4,12.84,385,12.96,388,1,,
244,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,228,242,7.6,8.0667,7.8333,51,3.4,12.84,385,12.96,388,1,,
245,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,236,250,7.8667,8.3333,8.1,51,3.4,12.84,385,12.96,388,1,,
246,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,244,258,8.1333,8.6,8.3667,51,3.4,12.84,385,12.96,388,1,,
247,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,252,266,8.4,8.8667,8.6333,51,3.4,12.84,385,12.96,388,1,,
248,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,260,274,8.6667,9.1333,8.9,51,3.4,12.84,385,12.96,388,1,,
249,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,268,282,8.9333,9.4,9.1667,51,3.4,12.84,385,12.96,388,1,,
250,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,276,290,9.2,9.6667,9.4333,51,3.4,12.84,385,12.96,388,1,,
251,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,284,298,9.4667,9.9333,9.7,51,3.4,12.84,385,12.96,388,1,,
252,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,292,306,9.7333,10.2,9.9667,51,3.4,12.84,385,12.96,388,1,,
253,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,300,314,10.0,10.4667,10.2333,50,3.3333,12.84,385,12.96,388,1,,
254,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,308,322,10.2667,10.7333,10.5,50,3.3333,12.84,385,12.96,388,1,,
255,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,316,330,10.5333,11.0,10.7667,50,3.3333,12.84,385,12.96,388,0,,
256,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,324,338,10.8,11.2667,11.0333,50,3.3333,12.84,385,12.96,388,0,,
257,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,332,346,11.0667,11.5333,11.3,50,3.3333,12.84,385,12.96,388,0,,
258,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,340,354,11.3333,11.8,11.5667,50,3.3333,12.84,385,12.96,388,0,,
259,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,348,362,11.6,12.0667,11.8333,50,3.3333,12.84,385,12.96,388,0,,
260,data\labeled_safe\doga_exhale_hold_labeled.csv,doga,exhale_hold,3,data\raw\videos\Doga\doga_3_front.mp4,data\raw\videos\Doga\doga_3_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,356,370,11.8667,12.3333,12.1,31,2.0667,12.84,385,12.96,388,0,,
261,data\labeled_safe\doga_inhale_hold_labeled.csv,doga,inhale_hold,2,data\raw\videos\Doga\doga_2_front.mp4,data\raw\videos\Doga\doga_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,24,38,0.8,1.2667,1.0333,48,3.2,11.35,340,11.42,342,0,,
262,data\labeled_safe\doga_inhale_hold_labeled.csv,doga,inhale_hold,2,data\raw\videos\Doga\doga_2_front.mp4,data\raw\videos\Doga\doga_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,32,46,1.0667,1.5333,1.3,50,3.3333,11.35,340,11.42,342,0,,
263,data\labeled_safe\doga_inhale_hold_labeled.csv,doga,inhale_hold,2,data\raw\videos\Doga\doga_2_front.mp4,data\raw\videos\Doga\doga_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,40,54,1.3333,1.8,1.5667,50,3.3333,11.35,340,11.42,342,0,,
264,data\labeled_safe\doga_inhale_hold_labeled.csv,doga,inhale_hold,2,data\raw\videos\Doga\doga_2_front.mp4,data\raw\videos\Doga\doga_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,48,62,1.6,2.0667,1.8333,50,3.3333,11.35,340,11.42,342,0,,
265,data\labeled_safe\doga_inhale_hold_labeled.csv,doga,inhale_hold,2,data\raw\videos\Doga\doga_2_front.mp4,data\raw\videos\Doga\doga_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,56,70,1.8667,2.3333,2.1,51,3.4,11.35,340,11.42,342,1,,
266,data\labeled_safe\doga_inhale_hold_labeled.csv,doga,inhale_hold,2,data\raw\videos\Doga\doga_2_front.mp4,data\raw\videos\Doga\doga_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,64,78,2.1333,2.6,2.3667,51,3.4,11.35,340,11.42,342,1,,
267,data\labeled_safe\doga_inhale_hold_labeled.csv,doga,inhale_hold,2,data\raw\videos\Doga\doga_2_front.mp4,data\raw\videos\Doga\doga_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,72,86,2.4,2.8667,2.6333,51,3.4,11.35,340,11.42,342,1,,
268,data\labeled_safe\doga_inhale_hold_labeled.csv,doga,inhale_hold,2,data\raw\videos\Doga\doga_2_front.mp4,data\raw\videos\Doga\doga_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,80,94,2.6667,3.1333,2.9,50,3.3333,11.35,340,11.42,342,1,,
269,data\labeled_safe\doga_inhale_hold_labeled.csv,doga,inhale_hold,2,data\raw\videos\Doga\doga_2_front.mp4,data\raw\videos\Doga\doga_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,88,102,2.9333,3.4,3.1667,50,3.3333,11.35,340,11.42,342,1,,
270,data\labeled_safe\doga_inhale_hold_labeled.csv,doga,inhale_hold,2,data\raw\videos\Doga\doga_2_front.mp4,data\raw\videos\Doga\doga_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,96,110,3.2,3.6667,3.4333,50,3.3333,11.35,340,11.42,342,1,,
271,data\labeled_safe\doga_inhale_hold_labeled.csv,doga,inhale_hold,2,data\raw\videos\Doga\doga_2_front.mp4,data\raw\videos\Doga\doga_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,104,118,3.4667,3.9333,3.7,50,3.3333,11.35,340,11.42,342,1,,
272,data\labeled_safe\doga_inhale_hold_labeled.csv,doga,inhale_hold,2,data\raw\videos\Doga\doga_2_front.mp4,data\raw\videos\Doga\doga_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,112,126,3.7333,4.2,3.9667,50,3.3333,11.35,340,11.42,342,1,,
273,data\labeled_safe\doga_inhale_hold_labeled.csv,doga,inhale_hold,2,data\raw\videos\Doga\doga_2_front.mp4,data\raw\videos\Doga\doga_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,120,134,4.0,4.4667,4.2333,51,3.4,11.35,340,11.42,342,1,,
274,data\labeled_safe\doga_inhale_hold_labeled.csv,doga,inhale_hold,2,data\raw\videos\Doga\doga_2_front.mp4,data\raw\videos\Doga\doga_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,128,142,4.2667,4.7333,4.5,51,3.4,11.35,340,11.42,342,1,,
275,data\labeled_safe\doga_inhale_hold_labeled.csv,doga,inhale_hold,2,data\raw\videos\Doga\doga_2_front.mp4,data\raw\videos\Doga\doga_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,136,150,4.5333,5.0,4.7667,51,3.4,11.35,340,11.42,342,1,,
276,data\labeled_safe\doga_inhale_hold_labeled.csv,doga,inhale_hold,2,data\raw\videos\Doga\doga_2_front.mp4,data\raw\videos\Doga\doga_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,144,158,4.8,5.2667,5.0333,51,3.4,11.35,340,11.42,342,1,,
277,data\labeled_safe\doga_inhale_hold_labeled.csv,doga,inhale_hold,2,data\raw\videos\Doga\doga_2_front.mp4,data\raw\videos\Doga\doga_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,152,166,5.0667,5.5333,5.3,50,3.3333,11.35,340,11.42,342,1,,
278,data\labeled_safe\doga_inhale_hold_labeled.csv,doga,inhale_hold,2,data\raw\videos\Doga\doga_2_front.mp4,data\raw\videos\Doga\doga_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,160,174,5.3333,5.8,5.5667,50,3.3333,11.35,340,11.42,342,1,,
279,data\labeled_safe\doga_inhale_hold_labeled.csv,doga,inhale_hold,2,data\raw\videos\Doga\doga_2_front.mp4,data\raw\videos\Doga\doga_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,168,182,5.6,6.0667,5.8333,50,3.3333,11.35,340,11.42,342,1,,
280,data\labeled_safe\doga_inhale_hold_labeled.csv,doga,inhale_hold,2,data\raw\videos\Doga\doga_2_front.mp4,data\raw\videos\Doga\doga_2_side.mp4,30.0,30.0,0.5,0.25,15,8,0.6,176,190,5.8667,6.3333,6.1,50,3.3333,11.35,340,11.42,342,1,,
